"","site.pop","rep","ind","pop","site","site.rep","Date","branch","Stem_diameter_mm","Stem_length_mm","Leaf_WW_g","Leaf_dryweight_g","Stem_dryweight_g","Leaf_area_cm.2","leaf_number","Notes","Stem_area","cwd","ppt","ppt2018","cwd2018","Al_As","SLA","LDMC","leafsize","ind.id","LMF","ml_ms","log.ml_ms","log.Al_As"
"84","H22","1","c","22","H","H.1","7/26/18","h1",2.166666667,79.72,1.6105,0.779,0.2266,61,12,"",3.68700804597248,993.3000148,471.685007,325.13999402523,1093.82999091968,16.5445801146633,78.3055198973042,0.483700714063955,5.08333333333333,"H22_1_c",0.774661893396977,3.43777581641659,0.536277552145186,1.21865574966458
"85","H22","1","c","22","H","H.1","7/26/18","h2",1.566666667,55.56,0.7943,0.376,0.0876,32,8,"",1.92771615964804,993.3000148,471.685007,325.13999402523,1093.82999091968,16.5999542203571,85.1063829787234,0.473372781065089,4,"H22_1_c",0.811044003451251,4.29223744292237,0.63268373875958,1.22010689033682
"86","H22","1","c","22","H","H.1","7/26/18","h3",2.193333333,77.34,1.3082,0.5687,0.2205,47,10,"",3.77832367015394,993.3000148,471.685007,325.13999402523,1093.82999091968,12.4393789688444,82.6446280991736,0.434719461855985,4.7,"H22_1_c",0.720603142422707,2.57913832199546,0.41147463444831,1.09479869891296
"87","H26","1","c","26","H","H.1","7/26/18","h1",1.466666667,36.63,1.0882,0.3991,0.0643,32,9,"",1.68947871669846,985.8075147,560.4525084,294.329998731614,1035.59999847412,18.9407535494343,80.1804059133049,0.366752435214115,3.55555555555556,"H26_1_c",0.86124298662063,6.20684292379471,0.792870754859801,1.27739725322328
"88","H26","1","c","26","H","H.1","7/26/18","h2",1.88,46.54,1.4327,0.5753,0.1144,47,10,"",2.77591126871194,985.8075147,560.4525084,294.329998731614,1035.59999847412,16.9313769246697,81.6965061706936,0.401549521881762,4.7,"H26_1_c",0.834130781499203,5.02884615384615,0.701468349568494,1.22869227804219
"89","H26","1","c","26","H","H.1","7/26/18","h3",0.986666667,20.41,0.5257,0.2218,0.0225,20,7,"",0.764593839230293,985.8075147,560.4525084,294.329998731614,1035.59999847412,26.1576787227762,90.1713255184851,0.42191363895758,2.85714285714286,"H26_1_c",0.907900122799836,9.85777777777778,0.993779023701779,1.41759920132582
"90","H26","6","b","26","H","H.6","7/26/18","h1",1.66,66.75,1.395,0.5774,0.1566,44,11,"",2.16424317905801,985.8075147,560.4525084,294.329998731614,1035.59999847412,20.3304325621814,76.2036716314513,0.413906810035842,4,"H26_6_b",0.786648501362398,3.68710089399745,0.566685021822777,1.30814661903991
"91","H26","6","b","26","H","H.6","7/26/18","h2",1.493333333,58.16,0.7896,0.3313,0.0939,26,10,"number of leaves not recorded, found later",1.75147281017944,985.8075147,560.4525084,294.329998731614,1035.59999847412,14.8446495137634,78.4787201931784,0.419579533941236,2.6,"H26_6_b",0.779162746942615,3.52822151224707,0.547555843615849,1.17156994824156
"92","H26","6","b","26","H","H.6","7/26/18","h3",1.366666667,39.79,1.1502,0.4876,0.0742,39,10,"",1.46694923701682,985.8075147,560.4525084,294.329998731614,1035.59999847412,26.5857870305793,79.9835931091058,0.423926273691532,3.9,"H26_6_b",0.867924528301887,6.57142857142857,0.817659791667317,1.42464952144833
"93","SF1","5","a","1","SF","SF.5","7/10/18","h1",1.39,27,1.4549,0.6584,0.0542,61.538,8,"stem WW: 0.1226",1.51746779150021,690.0800103,1221.930018,759.229991018772,719.270004272461,40.5530847802456,93.4659781287971,0.452539693449722,7.69225,"SF1_5_a",0.923940499579006,12.1476014760148,1.08449053566583,1.60802389558992
"94","SF1","5","a","1","SF","SF.5","7/10/18","h2",1.52,54,0.8586,0.408,0.094,40.52,6,"stem WW: 0.19",1.81458391671346,690.0800103,1221.930018,759.229991018772,719.270004272461,22.3301879989044,99.3137254901961,0.475192173305381,6.75333333333333,"SF1_5_a",0.812749003984064,4.34042553191489,0.637532309490181,1.34889237943253
"95","SF1","5","a","1","SF","SF.5","7/10/18","h3",1.5,49,1.2287,0.5874,0.106,57.427,8,"stem WW: 0.2133",1.76714586764426,690.0800103,1221.930018,759.229991018772,719.270004272461,32.4970343713361,97.7647259107933,0.478066248880931,7.178375,"SF1_5_a",0.847130083645803,5.54150943396226,0.743628076922011,1.51184372975024
"96","SF1","3","a","1","SF","SF.3","7/10/18","h1",2.16,74,1.3335,0.5722,0.1808,53.272,9,"stem WW: .4316",3.66435367114713,690.0800103,1221.930018,759.229991018772,719.270004272461,14.5378980253626,93.1003145753233,0.429096362954631,5.91911111111111,"SF1_3_a",0.759893758300133,3.16482300884956,0.500349427329899,1.16250161821645
"97","SF1","3","a","1","SF","SF.3","7/10/18","h2",3.22,170,3.2114,1.3917,0.6445,107.61,20,"stem WW: 1.5831",8.1433223173701,690.0800103,1221.930018,759.229991018772,719.270004272461,13.2145082567176,77.3226988575124,0.433362396462602,5.3805,"SF1_3_a",0.683479029564876,2.15934833204034,0.334322705549,1.1210510066378
"98","SF1","3","a","1","SF","SF.3","7/10/18","h3",3.11,125,3.3308,1.4986,0.4747,121.078,12,"stem WW: 1.14",7.59644957619646,690.0800103,1221.930018,759.229991018772,719.270004272461,15.9387617577821,80.7940744695049,0.449921940674913,10.0898333333333,"SF1_3_a",0.759438504028784,3.1569412260375,0.499266496543722,1.20245457912718
"99","SF26","1","a","26","SF","SF.1","7/10/18","h1",1.34,19,NA,0.1182,0.0421,9.804,6,"no leaf WW and stem WW measurements",1.41026094219646,985.8075147,560.4525084,294.329998731614,1035.59999847412,6.95190493238112,82.9441624365482,NA,1.634,"SF26_1_a",0.737367436057392,2.80760095011876,0.448335380709568,0.842103824484253
"100","SF26","1","a","26","SF","SF.1","7/10/18","h2",1.25,22,NA,0.1763,0.0354,16.816,7,"no leaf WW and stem WW measurements",1.22718463030851,985.8075147,560.4525084,294.329998731614,1035.59999847412,13.7029095579306,95.3828701077708,NA,2.40228571428571,"SF26_1_a",0.832782239017478,4.98022598870056,0.697249050273534,1.13681279130188
"101","SF26","1","a","26","SF","SF.1","7/10/18","h3",1.155,31,NA,0.2998,0.0504,25.894,7,"no leaf WW and stem WW measurements",1.04774078492628,985.8075147,560.4525084,294.329998731614,1035.59999847412,24.7141281245646,86.3709139426284,NA,3.69914285714286,"SF26_1_a",0.856082238720731,5.9484126984127,0.774401092066735,1.39294529384314
"102","SF3","2","f","3","SF","SF.2","7/10/18","h1",1.23,114,1.5011,0.9161,0.3778,65.668,12,"stem WW: .6269",1.188228881404,671.70251,849.1050127,704.280000265688,684.149991989136,55.2654467735268,71.6821307717498,0.610285790420358,5.47233333333333,"SF3_2_f",0.708014529716361,2.42482795129698,0.384680929555572,1.74245368526951
"103","SF3","2","f","3","SF","SF.2","7/10/18","h2",1.86,67,1.1183,0.6899,0.1578,53.145,11,"stem WW: .2708",2.71716348608981,671.70251,849.1050127,704.280000265688,684.149991989136,19.5589997701903,77.0329033193216,0.616918537065188,4.83136363636364,"SF3_2_f",0.813849239117612,4.37198986058302,0.640679146073193,1.29134664158685
"104","SF3","2","f","3","SF","SF.2","7/10/18","h3",1.73,44,NA,0.4456,0.1048,32.344,9,"no leaf WW and stem WW measurements",2.35061816323222,671.70251,849.1050127,704.280000265688,684.149991989136,13.7597847689245,72.5852782764811,NA,3.59377777777778,"SF3_2_f",0.809593023255814,4.25190839694656,0.628583899517965,1.13861164070186
"105","SF15","6","a","15","SF","SF.6","7/10/18","h1",1.02,18,1.1142,0.5475,0.0292,52.534,5,"stem WW: 0.0699",0.817128249198705,733.8575109,1014.252515,768.570013999939,728.239999771118,64.2910094608968,95.9525114155251,0.491383952611739,10.5068,"SF15_6_a",0.949367088607595,18.75,1.27300127206374,1.80815024486019
"106","SF15","6","a","15","SF","SF.6","7/10/18","h2",1.45,24,0.7552,0.3455,0.0347,30.435,5,"stem WW: 0.088",1.65129963854314,733.8575109,1014.252515,768.570013999939,728.239999771118,18.4309372385325,88.0897250361795,0.45749470338983,6.087,"SF15_6_a",0.908732246186218,9.95677233429395,0.998118576919343,1.26554742025291
"107","SF15","6","a","15","SF","SF.6","7/10/18","h3",1.61,77,0.6939,0.3197,0.1422,29.323,7,"stem WW: 0.333",2.03583057934253,733.8575109,1014.252515,768.570013999939,728.239999771118,14.4034578798153,91.7203628401627,0.460729211701974,4.189,"SF15_6_a",0.692141156094393,2.24824191279887,0.35184303987794,1.15846676694561
"108","SF15","2","a","15","SF","SF.2","7/10/18","h1",1.97,81,0.7183,0.4254,0.1718,38.011,9,"stem WW: 0.291; very dry leaves",3.04805173232916,733.8575109,1014.252515,768.570013999939,728.239999771118,12.4705888672546,89.3535496003761,0.592231658081582,4.22344444444444,"SF15_2_a",0.712324179504354,2.47613504074505,0.393774326071487,1.09588696155882
"109","SF15","2","a","15","SF","SF.2","7/10/18","h2",1.56,49,0.5466,0.3447,0.0956,29.852,7,"stem WW: 0.1547",1.91134497044403,733.8575109,1014.252515,768.570013999939,728.239999771118,15.618321371398,86.6028430519292,0.630625686059276,4.26457142857143,"SF15_2_a",0.782875312287077,3.60564853556485,0.556983391131847,1.19363435487326
"110","SF15","2","a","15","SF","SF.2","7/10/18","h3",1.29,36,0.4335,0.3031,0.0648,28.301,9,"stem WW: 0.0965",1.30698108370969,733.8575109,1014.252515,768.570013999939,728.239999771118,21.6537181392644,93.3718244803695,0.69919261822376,3.14455555555556,"SF15_2_a",0.82386518075564,4.67746913580247,0.670010930497029,1.33553247938326
"111","SF15","5","c","15","SF","SF.5","7/10/18","h1",2.23,74,1.5999,0.8023,0.1899,67.902,12,"stem WW: 0.4218",3.90570652675917,733.8575109,1014.252515,768.570013999939,728.239999771118,17.3853308062915,84.6341767418671,0.501468841802613,5.6585,"SF15_5_c",0.808607135658133,4.2248551869405,0.625811827465477,1.24018295880876
"112","SF15","5","c","15","SF","SF.5","7/10/18","h2",1.24,18,0.5276,0.2677,0.0326,25.106,6,"stem WW: 0.0696",1.20762821603992,733.8575109,1014.252515,768.570013999939,728.239999771118,20.789510932701,93.7840866641763,0.507391963608795,4.18433333333333,"SF15_5_c",0.891441891441891,8.21165644171779,0.914430771118994,1.31784427279816
"113","SF15","5","c","15","SF","SF.5","7/10/18","h3",1.76,35,0.7441,0.4219,0.0675,35.664,9,"stem WW: 0.1455",2.43284935093994,733.8575109,1014.252515,768.570013999939,728.239999771118,14.6593540558609,84.5318795923205,0.566993683644671,3.96266666666667,"SF15_5_c",0.862076011442583,6.25037037037037,0.795905752550856,1.16611483414169
"114","SF22","1","c","22","SF","SF.1","7/10/18","h1",1.47,56,NA,0.2519,0.0968,20.78,9,"no leaf WW and stem WW measurements",1.69716689128555,993.3000148,471.685007,325.13999402523,1093.82999091968,12.243934351241,82.4930527987297,NA,2.30888888888889,"SF22_1_c",0.722397476340694,2.60227272727273,0.415352810189719,1.08792099235864
"115","SF22","1","c","22","SF","SF.1","7/10/18","h2",1.98,70,NA,0.5732,0.1542,47.655,13,"no leaf WW and stem WW measurements",3.07907495978336,993.3000148,471.685007,325.13999402523,1093.82999091968,15.4770509397904,83.1385205861828,NA,3.66576923076923,"SF22_1_c",0.78801209788287,3.71725032425422,0.570221808010369,1.1896882119936
"116","SF22","1","c","22","SF","SF.1","7/10/18","h3",1.76,58,NA,0.4547,0.107,38.796,11,"no leaf WW and stem WW measurements",2.43284935093994,993.3000148,471.685007,325.13999402523,1093.82999091968,15.9467333992592,85.3221904552452,NA,3.52690909090909,"SF22_1_c",0.80950685419263,4.24953271028037,0.628341176519899,1.20267173366471
"117","SF16","7","b","16","SF","SF.7","7/11/18","h1",1.7,45,0.6832,0.3655,0.079,32.704,7,"stem WW: 0.168",2.26980069221863,783.2500117,836.5575125,321.759994268417,1019.62001609802,14.4083135193837,89.4774281805746,0.53498243559719,4.672,"SF16_7_b",0.822272215973003,4.62658227848101,0.665260290003438,1.15861314999588
"118","SF16","7","b","16","SF","SF.7","7/11/18","h2",1.5,62,0.8109,0.4438,0.0971,38.75,9,"stem WW: 0.1987; stem OK",1.76714586764426,783.2500117,836.5575125,321.759994268417,1019.62001609802,21.92801438155,87.3141054529067,0.547293131088914,4.30555555555556,"SF16_7_b",0.820484377888704,4.57054582904222,0.659968067987985,1.3409993073648
"119","SF16","7","b","16","SF","SF.7","7/11/18","h3",1.35,25,0.9033,0.4901,0.0437,41.625,7,"stem WW: 0.0897",1.43138815279185,783.2500117,836.5575125,321.759994268417,1019.62001609802,29.0801624414821,84.9316466027341,0.542566146352264,5.94642857142857,"SF16_7_b",0.918134132633945,11.2151029748284,1.04980326554221,1.46359682815819
"120","SF22","9","b","22","SF","SF.9","7/11/18","h1",1.26,66,0.4037,0.1896,0.0776,17.882,7,"stem WW: 0.1812; very dry leaves, stem OK",1.24689812420979,993.3000148,471.685007,325.13999402523,1093.82999091968,14.3411876662599,94.3143459915612,0.46965568491454,2.55457142857143,"SF22_9_b",0.709580838323353,2.44329896907216,0.387976611743859,1.15658511894298
"121","SF22","9","b","22","SF","SF.9","7/11/18","h2",1.11,18,0.5889,0.284,0.0301,28.468,9,"stem WW: 0.0665",0.967689077121996,993.3000148,471.685007,325.13999402523,1093.82999091968,29.4185401830376,100.239436619718,0.482255051791476,3.16311111111111,"SF22_9_b",0.90417064629099,9.43521594684385,0.974751844453194,1.4686211182154
"122","SF22","9","b","22","SF","SF.9","7/11/18","h3",1.98,16,0.4269,0.2136,0.0195,21.995,8,"stem WW: 0.0423",3.07907495978336,993.3000148,471.685007,325.13999402523,1093.82999091968,7.1433791925441,102.972846441948,0.500351370344343,2.749375,"SF22_9_b",0.916344916344916,10.9538461538462,1.039566636994,0.853903704423648
"123","SF26","5","a","26","SF","SF.5","7/11/18","h1",1.22,52,0.521,0.2845,0.0662,28.236,7,"stem WW: 0.1194",1.16898662640076,985.8075147,560.4525084,294.329998731614,1035.59999847412,24.1542540883782,99.2478031634446,0.546065259117082,4.03371428571429,"SF26_5_a",0.811234673510123,4.297583081571,0.63322428129139,1.38299363050798
"124","SF26","5","a","26","SF","SF.5","7/11/18","h2",1.77,1.3,0.2582,0.1517,0.0112,16.519,4,"stem WW: 0.0252; wrong measurement for stem length?",2.46057390610787,985.8075147,560.4525084,294.329998731614,1035.59999847412,6.71347442927644,108.892551087673,0.587529047250194,4.12975,"SF26_5_a",0.931246163290362,13.5446428571429,1.13176755811655,0.826947339086653
"125","SF26","5","a","26","SF","SF.5","7/11/18","h3",1.77,68,1.2379,0.6586,0.1569,58.767,8,"stem WW: 0.3108",2.46057390610787,985.8075147,560.4525084,294.329998731614,1035.59999847412,23.8834524962339,89.2301852414212,0.532030050892641,7.345875,"SF26_5_a",0.807602697731453,4.19757807520714,0.622998782788952,1.37809710686622
"126","SF1","6","a","1","SF","SF.6","7/11/18","h1",1.46,62,0.9055,0.4284,0.0988,39.885,6,"stem WW: 0.2373",1.674154725098,690.0800103,1221.930018,759.229991018772,719.270004272461,23.8239628644033,93.1022408963585,0.473108779679735,6.6475,"SF1_6_a",0.812594840667678,4.33603238866397,0.63709251757219,1.3770140034522
"127","SF1","6","a","1","SF","SF.6","7/11/18","h2",0.92,11,0.5377,0.2536,0.0112,25.521,5,"stem WW: 0.0283",0.6647610054996,690.0800103,1221.930018,759.229991018772,719.270004272461,38.3912410458248,100.634858044164,0.471638460107867,5.1042,"SF1_6_a",0.957703927492447,22.6428571428571,1.35493122653951,1.58423215146728
"128","SF1","6","a","1","SF","SF.6","7/11/18","h3",1.41,31,0.6992,0.3522,0.0491,33.133,8,"stem WW: 0.1153",1.56145008865047,690.0800103,1221.930018,759.229991018772,719.270004272461,21.2193782182537,94.0743895513913,0.503718535469107,4.141625,"SF1_6_a",0.877647645153252,7.17311608961304,0.85570785950829,1.32673265381896
"129","SF22","5","a","22","SF","SF.5","7/11/18","h1",1.62,45,0.6575,0.3268,0.0778,28.735,10,"stem WW: 0.1718; no 2+3, leaves fell off",2.06119894002026,993.3000148,471.685007,325.13999402523,1093.82999091968,13.9409153779778,87.9283965728274,0.497034220532319,2.8735,"SF22_5_a",0.807711319822046,4.20051413881748,0.623302450870689,1.14429129101828
"130","SF22","5","a","22","SF","SF.5","7/11/18","h2",1.58,21,0.5125,0.2792,0.0388,24.997,6,"stem WW: 0.0772",1.96066797510539,993.3000148,471.685007,325.13999402523,1093.82999091968,12.7492264459802,89.5308022922636,0.544780487804878,4.16616666666667,"SF22_5_a",0.877987421383648,7.19587628865979,0.857083688356916,1.10548383493202
"131","SF22","5","a","22","SF","SF.5","7/11/18","h3",1.91,54,0.7958,0.4308,0.1019,36.767,9,"stem WW: 0.208",2.86521103989023,993.3000148,471.685007,325.13999402523,1093.82999091968,12.8322135745395,85.3458681522748,0.541342045740136,4.08522222222222,"SF22_5_a",0.808710343532945,4.22767419038273,0.626101510619518,1.10830157923436
"132","SF3","6","c","3","SF","SF.6","7/11/18","h1",1.82,39,0.7827,0.4491,0.0979,37.52,8,"stem WW: 0.1728",2.60155287643771,671.70251,849.1050127,704.280000265688,684.149991989136,14.4221554517761,83.5448675128034,0.573783058643158,4.69,"SF3_6_c",0.821023765996344,4.58733401430031,0.661560363259577,1.15903017237071
"133","SF3","6","c","3","SF","SF.6","7/11/18","h2",1.18,9.9,0.6044,0.3009,0.0178,26.979,6,"stem WW: 0.0426",1.09358840271461,671.70251,849.1050127,704.280000265688,684.149991989136,24.6701592052643,89.6610169491525,0.497849106551952,4.4965,"SF3_6_c",0.944148101663006,16.9044943820225,1.22800218543119,1.3921719521547
"134","SF3","6","c","3","SF","SF.6","7/11/18","h3",1.3,15,1.113,0.551,0.0326,46.759,7,"stem WW: 0.0771",1.32732289614169,671.70251,849.1050127,704.280000265688,684.149991989136,35.2280519954269,84.8620689655172,0.495058400718778,6.67985714285714,"SF3_6_c",0.944139821795751,16.9018404907976,1.22793399878385,1.54688862867579
"135","SF16","5","a","16","SF","SF.5","7/11/18","h1",2.95,160,2.3063,1.1944,0.6766,88.723,13,"stem WW: 1.4479; label fell off",6.83492751696629,783.2500117,836.5575125,321.759994268417,1019.62001609802,12.9808252947472,74.2824849296718,0.51788579109396,6.82484615384615,"SF16_5_a",0.638375200427579,1.76529707360331,0.246817801265007,1.11330230491124
"136","SF16","5","a","16","SF","SF.5","7/11/18","h2",1.18,14.4,0.3768,0.1901,0.0152,17.123,5,"stem WW: 0.0312",1.09358840271461,783.2500117,836.5575125,321.759994268417,1019.62001609802,15.6576276389688,90.0736454497633,0.504511677282378,3.4246,"SF16_5_a",0.925962006819289,12.5065789473684,1.09713852892067,1.19472596070059
"137","SF16","5","a","16","SF","SF.5","7/11/18","h3",1.74,56,0.6655,0.3382,0.1229,25.063,6,"stem WW: 0.2687",2.37787147950211,783.2500117,836.5575125,321.759994268417,1019.62001609802,10.5400986622068,74.1070372560615,0.508189331329827,4.17716666666667,"SF16_5_a",0.73346345695077,2.75183075671277,0.439621720375269,1.02284467617553
"141","SF26","2","a","26","SF","SF.2","7/11/18","h1",2.115,90,0.9954,0.4955,0.2104,44.669,13,"stem WW: 0.4935",3.51326269946355,985.8075147,560.4525084,294.329998731614,1035.59999847412,12.714392239106,90.1493440968718,0.497789833232871,3.43607692307692,"SF26_2_a",0.701940784813713,2.35503802281369,0.371997923339593,1.10429560528947
"142","SF26","2","a","26","SF","SF.2","7/11/18","h2",1.66,50,0.6786,0.3312,0.0829,31.662,11,"stem WW: 0.1995",2.16424317905801,985.8075147,560.4525084,294.329998731614,1035.59999847412,14.6295944496316,95.5978260869565,0.488063660477454,2.87836363636364,"SF26_2_a",0.799806809949288,3.99517490952955,0.601535797562569,1.16523228711449
"143","SF26","2","a","26","SF","SF.2","7/11/18","h3",1.185,65,0.746,0.3726,0.1434,34.106,13,"stem WW: 0.3357",1.10287573599678,985.8075147,560.4525084,294.329998731614,1035.59999847412,30.9246081737168,91.5351583467526,0.499463806970509,2.62353846153846,"SF26_2_a",0.722093023255814,2.59832635983264,0.414693699228442,1.49030420566346
"144","SF15","8","a","15","SF","SF.8","7/11/18","h1",1.16,11,0.991,0.4347,0.0171,37.511,7,"stem WW: 0.036",1.05683176866761,733.8575109,1014.252515,768.570013999939,728.239999771118,35.4938232480386,86.2916954221302,0.438647830474268,5.35871428571429,"SF15_8_a",0.962151394422311,25.4210526315789,1.40519352979868,1.55015278227507
"145","SF15","8","a","15","SF","SF.8","7/11/18","h2",2.27,104,2.411,1.1029,0.4722,83.254,11,"stem WW: 1.134",4.04707819617071,733.8575109,1014.252515,768.570013999939,728.239999771118,20.5713840861226,75.4864448272736,0.457445043550394,7.56854545454545,"SF15_8_a",0.700209510507269,2.33566285472258,0.368410153979435,1.31326351292678
"146","SF15","8","a","15","SF","SF.8","7/11/18","h3",1.663333333,62,1.257,0.5848,0.1545,46.312,9,"stem WW: 0.386",2.17294364450828,733.8575109,1014.252515,768.570013999939,728.239999771118,21.3130239788064,79.1928864569083,0.465234685759745,5.14577777777778,"SF15_8_a",0.791018531042878,3.78511326860841,0.578078880188951,1.32864507355919
"147","SF22","7","c","22","SF","SF.7","7/11/18","h1",1.39,57,1.305,0.6565,0.0983,56.279,13,"stem WW: 0.213",1.51746779150021,993.3000148,471.685007,325.13999402523,1093.82999091968,37.0874428539673,85.7258187357197,0.503065134099617,4.32915384615385,"SF22_7_c",0.869766825649179,6.67853509664293,0.824681212593362,1.56922689014456
"148","SF22","7","c","22","SF","SF.7","7/11/18","h2",1.36,56,1.394,0.7148,0.1084,58.109,11,"stem WW: 0.23",1.45267244301992,993.3000148,471.685007,325.13999402523,1093.82999091968,40.0014471804799,81.294068270845,0.512769010043042,5.28263636363636,"SF22_7_c",0.868318756073858,6.59409594095941,0.819155261631239,1.60207570360615
"149","SF22","7","c","22","SF","SF.7","7/11/18","h3",1.03,26,0.555,0.2809,0.0315,23.782,9,"stem WW: 0.072",0.833228911548353,993.3000148,471.685007,325.13999402523,1093.82999091968,28.5419764849577,84.6635813456746,0.506126126126126,2.64244444444444,"SF22_7_c",0.899167733674776,8.91746031746032,0.950241185411978,1.455484043999
"150","SF3","8","b","3","SF","SF.8","7/11/18","h1",2.3,76,2.239,0.979,0.2166,82.315,13,"stem WW: 0.507",4.1547562843725,671.70251,849.1050127,704.280000265688,684.149991989136,19.8122331048913,84.0806945863126,0.437248771773113,6.33192307692308,"SF3_8_b",0.818835731013717,4.51985226223453,0.655124239513836,1.29693342912126
"151","SF3","8","b","3","SF","SF.8","7/11/18","h2",1.83,36,0.965,0.4519,0.0686,39.416,8,"stem WW: 0.153",2.63021990940171,671.70251,849.1050127,704.280000265688,684.149991989136,14.9858191929533,87.222836910821,0.468290155440415,4.927,"SF3_8_b",0.868203650336215,6.58746355685131,0.81871822562445,1.17568048843982
"152","SF3","8","b","3","SF","SF.8","7/11/18","h3",2.15,34,2.555,1.1294,0.0984,95.606,12,"stem WW: 0.219",3.6305030103047,671.70251,849.1050127,704.280000265688,684.149991989136,26.3340919229746,84.6520276252878,0.442035225048924,7.96716666666667,"SF3_8_b",0.919856654178205,11.4776422764228,1.05985268496952,1.42051834719926
"153","SF1","10","b","1","SF","SF.10","7/11/18","h1",1.51,39,0.98,0.4165,0.0877,38.331,7,"stem WW: 0.208",1.79078635236252,690.0800103,1221.930018,759.229991018772,719.270004272461,21.4045633916247,92.031212484994,0.425,5.47585714285714,"SF1_10_b",0.82606108687029,4.74914481185861,0.676615412376766,1.33050637356056
"154","SF1","10","b","1","SF","SF.10","7/11/18","h2",1.08,16,0.407,0.1813,0.0238,19.354,5,"stem WW: 0.057",0.916088417786784,690.0800103,1221.930018,759.229991018772,719.270004272461,21.1267816776443,106.751241036955,0.445454545454545,3.8708,"SF1_10_b",0.883959044368601,7.61764705882353,0.881820847038997,1.32483334437398
"155","SF1","10","b","1","SF","SF.10","7/11/18","h3",1.29,40,0.942,0.4263,0.0911,36.8,6,"stem WW: 0.229",1.30698108370969,690.0800103,1221.930018,759.229991018772,719.270004272461,28.156490142572,86.3241848463523,0.452547770700637,6.13333333333333,"SF1_10_b",0.823927328952455,4.6794731064764,0.670196955674134,1.44957851670885
"156","SF15","9","a","15","SF","SF.9","7/12/18","h1",1.44,37,0.66,0.2875,0.0706,26.68,10,"stem WW: 0.167",1.62860163162095,733.8575109,1014.252515,768.570013999939,728.239999771118,16.3821523213417,92.8,0.435606060606061,2.668,"SF15_9_a",0.802848366378107,4.07223796033994,0.609833147973845,1.21437095968784
"157","SF15","9","a","15","SF","SF.9","7/12/18","h2",1.32,84,2.198,0.9883,0.3504,84.181,10,"stem WW: 0.747",1.36847775990371,733.8575109,1014.252515,768.570013999939,728.239999771118,61.5143354656512,85.1775776586057,0.449636032757052,8.4181,"SF15_9_a",0.738253529543587,2.82049086757991,0.450324697868868,1.78897633672064
"158","SF15","9","a","15","SF","SF.9","7/12/18","h3",1.92,57,1.691,0.7357,0.1782,64.909,8,"stem WW: 0.364",2.89529178954835,733.8575109,1014.252515,768.570013999939,728.239999771118,22.4188112004163,88.2275383988039,0.435068007096393,8.113625,"SF15_9_a",0.805011489222015,4.12850729517396,0.615793056341643,1.35061257958868
"159","SF1","7","b","1","SF","SF.7","7/12/18","h1",1.51,68,1.036,0.4479,0.0974,53.178,9,"stem WW: 0.272; weird leaves, ""x"" marked next to leaf WW",1.79078635236252,690.0800103,1221.930018,759.229991018772,719.270004272461,29.6953346387994,118.727394507703,0.432335907335907,5.90866666666667,"SF1_7_b",0.821382725105447,4.59856262833676,0.662622105566072,1.47268822373546
"160","SF1","7","b","1","SF","SF.7","7/12/18","h2",1.43,62,1.003,0.397,0.0754,48.781,7,"stem WW: 0.22; weird leaves, ""x"" marked next to leaf WW",1.60606070433144,690.0800103,1221.930018,759.229991018772,719.270004272461,30.3730736132456,122.874055415617,0.395812562313061,6.96871428571429,"SF1_7_b",0.84038950042337,5.26525198938992,0.721419160893341,1.48248874271607
"161","SF1","7","b","1","SF","SF.7","7/12/18","h3",1.55,116,1.087,0.4863,0.1813,53.178,9,"stem WW: 0.449; weird leaves, ""x"" marked next to leaf WW",1.88691908756237,690.0800103,1221.930018,759.229991018772,719.270004272461,28.1824484952868,109.352251696484,0.447378104875805,5.90866666666667,"SF1_7_b",0.728430197723188,2.6822945394374,0.428506465472669,1.44997872198121
"162","SF3","7","a","3","SF","SF.7","7/12/18","h1",1.36,10,0.347,0.1683,0.0149,14.839,4,"stem WW: 0.032",1.45267244301992,671.70251,849.1050127,704.280000265688,684.149991989136,10.2149662653142,88.1699346405229,0.485014409221902,3.70975,"SF3_7_a",0.918668122270742,11.2953020134228,1.05289784756355,1.00923693672352
"163","SF3","7","a","3","SF","SF.7","7/12/18","h2",2.33,99,2.354,1.1293,0.3755,82.417,12,"stem WW: 0.851",4.26384808926841,671.70251,849.1050127,704.280000265688,684.149991989136,19.3292533585879,72.9806074559462,0.479736618521665,6.86808333333333,"SF3_7_a",0.750465178096757,3.00745672436751,0.478199386800374,1.28621507862721
"164","SF3","7","a","3","SF","SF.7","7/12/18","h3",1.48,30,0.601,0.2855,0.0581,24.155,5,"stem WW: 0.121",1.72033613710577,671.70251,849.1050127,704.280000265688,684.149991989136,14.0408606661239,84.6059544658494,0.47504159733777,4.831,"SF3_7_a",0.830908032596042,4.91394148020654,0.691429980191536,1.14739372966645
"165","SF26","7","a","26","SF","SF.7","7/12/18","h1",2.07,177,0.63,0.7823,0.464,70.788,16,"stem WW: 1.074",3.36535259034173,985.8075147,560.4525084,294.329998731614,1035.59999847412,21.0343487345592,90.4870254378116,1.24174603174603,4.42425,"SF26_7_a",0.627697986038674,1.68599137931034,0.226855349691144,1.32292906993677
